,airline,airline_id,airline_name,source_airport_iata,source_airport_icao,source_airport_id,source_airport_name,source_city,source_state,source_country,source_lat,source_lon,source_wiki,source_altitude,dest_airport_iata,dest_airport_icao,dest_airport_id,dest_airport_name,dest_city,dest_state,dest_country,dest_lat,dest_lon,dest_wiki,dest_altitude,codeshare,stops,equipment
172,2O,146,Air Salone,ADQ,PADQ,3531,Kodiak Airport,Kodiak,AK,United States,57.75,-152.4940033,http://en.wikipedia.org/wiki/Kodiak_Airport,78.0,KLN,PALB,7162,Larsen Bay Airport,Larsen Bay,AK,United States,57.5350990295,-153.977996826,http://en.wikipedia.org/wiki/Larsen_Bay_Airport,87.0,,0,BNI
177,2O,146,Air Salone,KLN,PALB,7162,Larsen Bay Airport,Larsen Bay,AK,United States,57.5350990295,-153.977996826,http://en.wikipedia.org/wiki/Larsen_Bay_Airport,87.0,KYK,PAKY,7161,Karluk Airport,Karluk,AK,United States,57.5671005249,-154.449996948,http://en.wikipedia.org/wiki/Karluk_Airport,137.0,,0,BNI
260,3E,10739,Air Choice One,BRL,KBRL,5726,Southeast Iowa Regional Airport,Burlington,IA,United States,40.783199310302734,-91.12550354003906,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,698.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,,0,CNC
261,3E,10739,Air Choice One,BRL,KBRL,5726,Southeast Iowa Regional Airport,Burlington,IA,United States,40.783199310302734,-91.12550354003906,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,698.0,STL,KSTL,3678,St Louis Lambert International Airport,St. Louis,MO,United States,38.748697,-90.370003,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,618.0,,0,CNC
262,3E,10739,Air Choice One,DEC,KDEC,4042,Decatur Airport,Decatur,IL,United States,39.834598541259766,-88.8656997680664,http://en.wikipedia.org/wiki/Decatur_Airport,682.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,,0,CNC
263,3E,10739,Air Choice One,DEC,KDEC,4042,Decatur Airport,Decatur,IL,United States,39.834598541259766,-88.8656997680664,http://en.wikipedia.org/wiki/Decatur_Airport,682.0,STL,KSTL,3678,St Louis Lambert International Airport,St. Louis,MO,United States,38.748697,-90.370003,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,618.0,,0,CNC
264,3E,10739,Air Choice One,JBR,KJBR,3591,Jonesboro Municipal Airport,Jonesboro,AR,United States,35.83169937133789,-90.64640045166016,http://en.wikipedia.org/wiki/Jonesboro_Municipal_Airport,262.0,STL,KSTL,3678,St Louis Lambert International Airport,St. Louis,MO,United States,38.748697,-90.370003,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,618.0,,0,CNC
265,3E,10739,Air Choice One,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,BRL,KBRL,5726,Southeast Iowa Regional Airport,Burlington,IA,United States,40.783199310302734,-91.12550354003906,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,698.0,,0,CNC
266,3E,10739,Air Choice One,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,DEC,KDEC,4042,Decatur Airport,Decatur,IL,United States,39.834598541259766,-88.8656997680664,http://en.wikipedia.org/wiki/Decatur_Airport,682.0,,0,CNC
267,3E,10739,Air Choice One,STL,KSTL,3678,St Louis Lambert International Airport,St. Louis,MO,United States,38.748697,-90.370003,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,618.0,BRL,KBRL,5726,Southeast Iowa Regional Airport,Burlington,IA,United States,40.783199310302734,-91.12550354003906,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,698.0,,0,CNC
268,3E,10739,Air Choice One,STL,KSTL,3678,St Louis Lambert International Airport,St. Louis,MO,United States,38.748697,-90.370003,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,618.0,DEC,KDEC,4042,Decatur Airport,Decatur,IL,United States,39.834598541259766,-88.8656997680664,http://en.wikipedia.org/wiki/Decatur_Airport,682.0,,0,CNC
269,3E,10739,Air Choice One,STL,KSTL,3678,St Louis Lambert International Airport,St. Louis,MO,United States,38.748697,-90.370003,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,618.0,JBR,KJBR,3591,Jonesboro Municipal Airport,Jonesboro,AR,United States,35.83169937133789,-90.64640045166016,http://en.wikipedia.org/wiki/Jonesboro_Municipal_Airport,262.0,,0,CNC
280,3F,16262,Fly Colombia ( Interliging Flights ),KTN,PAKT,3808,Ketchikan International Airport,Ketchikan,AK,United States,55.35559845,-131.7140045,http://en.wikipedia.org/wiki/Ketchikan_International_Airport,89.0,MTM,PAMM,7146,Metlakatla Seaplane Base,Metakatla,AK,United States,55.131001,-131.578003,,0.0,,0,DHP
281,3F,16262,Fly Colombia ( Interliging Flights ),MTM,PAMM,7146,Metlakatla Seaplane Base,Metakatla,AK,United States,55.131001,-131.578003,,0.0,KTN,PAKT,3808,Ketchikan International Airport,Ketchikan,AK,United States,55.35559845,-131.7140045,http://en.wikipedia.org/wiki/Ketchikan_International_Airport,89.0,,0,DHP
443,3M,20710,Silver Airways (3M),ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,LWB,KLWB,6958,Greenbrier Valley Airport,Lewisburg,WV,United States,37.8582992554,-80.3994979858,http://en.wikipedia.org/wiki/Greenbrier_Valley_Airport,2302.0,,0,SF3
444,3M,20710,Silver Airways (3M),ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,MCN,KMCN,3754,Middle Georgia Regional Airport,Macon,GA,United States,32.69279861450195,-83.64920043945312,http://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport,354.0,,0,SF3
445,3M,20710,Silver Airways (3M),ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,MEI,KMEI,4335,Key Field,Meridian,MS,United States,32.33259963989258,-88.75189971923828,http://en.wikipedia.org/wiki/Meridian_Regional_Airport,297.0,,0,SF3
446,3M,20710,Silver Airways (3M),ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,MSL,KMSL,5756,Northwest Alabama Regional Airport,Muscle Shoals,AL,United States,34.74530029,-87.61019897,http://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport,551.0,,0,SF3
447,3M,20710,Silver Airways (3M),ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,PIB,KPIB,5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,MS,United States,31.467100143432617,-89.33709716796875,http://en.wikipedia.org/wiki/Hattiesburg-Laurel_Regional_Airport,298.0,,0,SF3
448,3M,20710,Silver Airways (3M),ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,TUP,KTUP,5773,Tupelo Regional Airport,Tupelo,MS,United States,34.26810073852539,-88.7698974609375,http://en.wikipedia.org/wiki/Tupelo_Regional_Airport,346.0,,0,SF3
452,3M,20710,Silver Airways (3M),EYW,KEYW,3875,Key West International Airport,Key West,FL,United States,24.556100845336918,-81.75959777832031,http://en.wikipedia.org/wiki/Key_West_International_Airport,3.0,FLL,KFLL,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United States,26.072599,-80.152702,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,9.0,,0,SF3
453,3M,20710,Silver Airways (3M),EYW,KEYW,3875,Key West International Airport,Key West,FL,United States,24.556100845336918,-81.75959777832031,http://en.wikipedia.org/wiki/Key_West_International_Airport,3.0,RSW,KRSW,3793,Southwest Florida International Airport,Fort Myers,FL,United States,26.53619956970215,-81.75520324707031,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,30.0,,0,SF3
454,3M,20710,Silver Airways (3M),EYW,KEYW,3875,Key West International Airport,Key West,FL,United States,24.556100845336918,-81.75959777832031,http://en.wikipedia.org/wiki/Key_West_International_Airport,3.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
457,3M,20710,Silver Airways (3M),FLL,KFLL,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United States,26.072599,-80.152702,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,9.0,EYW,KEYW,3875,Key West International Airport,Key West,FL,United States,24.556100845336918,-81.75959777832031,http://en.wikipedia.org/wiki/Key_West_International_Airport,3.0,,0,SF3
461,3M,20710,Silver Airways (3M),FLL,KFLL,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United States,26.072599,-80.152702,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,9.0,MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,,0,SF3
464,3M,20710,Silver Airways (3M),FLL,KFLL,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United States,26.072599,-80.152702,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,9.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
469,3M,20710,Silver Airways (3M),GLH,KGLH,6130,Mid Delta Regional Airport,Greenville,MS,United States,33.4828987121582,-90.98560333251952,,131.0,TUP,KTUP,5773,Tupelo Regional Airport,Tupelo,MS,United States,34.26810073852539,-88.7698974609375,http://en.wikipedia.org/wiki/Tupelo_Regional_Airport,346.0,,0,SF3
470,3M,20710,Silver Airways (3M),GNV,KGNV,3472,Gainesville Regional Airport,Gainesville,FL,United States,29.6900997162,-82.2717971802,http://en.wikipedia.org/wiki/Gainesville_Regional_Airport,152.0,MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,,0,SF3
471,3M,20710,Silver Airways (3M),GNV,KGNV,3472,Gainesville Regional Airport,Gainesville,FL,United States,29.6900997162,-82.2717971802,http://en.wikipedia.org/wiki/Gainesville_Regional_Airport,152.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
473,3M,20710,Silver Airways (3M),JAX,KJAX,3712,Jacksonville International Airport,Jacksonville,FL,United States,30.49410057067871,-81.68789672851562,http://en.wikipedia.org/wiki/Jacksonville_International_Airport,30.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
474,3M,20710,Silver Airways (3M),LWB,KLWB,6958,Greenbrier Valley Airport,Lewisburg,WV,United States,37.8582992554,-80.3994979858,http://en.wikipedia.org/wiki/Greenbrier_Valley_Airport,2302.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,,0,SF3
475,3M,20710,Silver Airways (3M),MCN,KMCN,3754,Middle Georgia Regional Airport,Macon,GA,United States,32.69279861450195,-83.64920043945312,http://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport,354.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,,0,SF3
476,3M,20710,Silver Airways (3M),MCN,KMCN,3754,Middle Georgia Regional Airport,Macon,GA,United States,32.69279861450195,-83.64920043945312,http://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport,354.0,MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,,0,SF3
477,3M,20710,Silver Airways (3M),MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,FLL,KFLL,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United States,26.072599,-80.152702,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,9.0,,0,SF3
478,3M,20710,Silver Airways (3M),MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,GNV,KGNV,3472,Gainesville Regional Airport,Gainesville,FL,United States,29.6900997162,-82.2717971802,http://en.wikipedia.org/wiki/Gainesville_Regional_Airport,152.0,,0,SF3
479,3M,20710,Silver Airways (3M),MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,MCN,KMCN,3754,Middle Georgia Regional Airport,Macon,GA,United States,32.69279861450195,-83.64920043945312,http://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport,354.0,,0,SF3
481,3M,20710,Silver Airways (3M),MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,PNS,KPNS,3564,Pensacola Regional Airport,Pensacola,FL,United States,30.473400115967,-87.186599731445,http://en.wikipedia.org/wiki/Pensacola_Regional_Airport,121.0,,0,SF3
482,3M,20710,Silver Airways (3M),MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,RSW,KRSW,3793,Southwest Florida International Airport,Fort Myers,FL,United States,26.53619956970215,-81.75520324707031,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,30.0,,0,SF3
483,3M,20710,Silver Airways (3M),MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,TLH,KTLH,3698,Tallahassee Regional Airport,Tallahassee,FL,United States,30.396499633789062,-84.35030364990234,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,81.0,,0,SF3
484,3M,20710,Silver Airways (3M),MEI,KMEI,4335,Key Field,Meridian,MS,United States,32.33259963989258,-88.75189971923828,http://en.wikipedia.org/wiki/Meridian_Regional_Airport,297.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,,0,SF3
489,3M,20710,Silver Airways (3M),MSL,KMSL,5756,Northwest Alabama Regional Airport,Muscle Shoals,AL,United States,34.74530029,-87.61019897,http://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport,551.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,,0,SF3
492,3M,20710,Silver Airways (3M),PBI,KPBI,3722,Palm Beach International Airport,West Palm Beach,FL,United States,26.68320083618164,-80.09559631347656,http://en.wikipedia.org/wiki/Palm_Beach_International_Airport,19.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
493,3M,20710,Silver Airways (3M),PIB,KPIB,5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,MS,United States,31.467100143432617,-89.33709716796875,http://en.wikipedia.org/wiki/Hattiesburg-Laurel_Regional_Airport,298.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,,0,SF3 
494,3M,20710,Silver Airways (3M),PNS,KPNS,3564,Pensacola Regional Airport,Pensacola,FL,United States,30.473400115967,-87.186599731445,http://en.wikipedia.org/wiki/Pensacola_Regional_Airport,121.0,MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,,0,SF3
495,3M,20710,Silver Airways (3M),PNS,KPNS,3564,Pensacola Regional Airport,Pensacola,FL,United States,30.473400115967,-87.186599731445,http://en.wikipedia.org/wiki/Pensacola_Regional_Airport,121.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
496,3M,20710,Silver Airways (3M),RSW,KRSW,3793,Southwest Florida International Airport,Fort Myers,FL,United States,26.53619956970215,-81.75520324707031,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,30.0,EYW,KEYW,3875,Key West International Airport,Key West,FL,United States,24.556100845336918,-81.75959777832031,http://en.wikipedia.org/wiki/Key_West_International_Airport,3.0,,0,SF3
497,3M,20710,Silver Airways (3M),RSW,KRSW,3793,Southwest Florida International Airport,Fort Myers,FL,United States,26.53619956970215,-81.75520324707031,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,30.0,MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,,0,SF3
499,3M,20710,Silver Airways (3M),TLH,KTLH,3698,Tallahassee Regional Airport,Tallahassee,FL,United States,30.396499633789062,-84.35030364990234,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,81.0,MCO,KMCO,3878,Orlando International Airport,Orlando,FL,United States,28.429399490356445,-81.30899810791016,http://en.wikipedia.org/wiki/Orlando_International_Airport,96.0,,0,SF3
500,3M,20710,Silver Airways (3M),TLH,KTLH,3698,Tallahassee Regional Airport,Tallahassee,FL,United States,30.396499633789062,-84.35030364990234,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,81.0,TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,,0,SF3
501,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,EYW,KEYW,3875,Key West International Airport,Key West,FL,United States,24.556100845336918,-81.75959777832031,http://en.wikipedia.org/wiki/Key_West_International_Airport,3.0,,0,SF3
502,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,FLL,KFLL,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United States,26.072599,-80.152702,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,9.0,,0,SF3
503,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,GNV,KGNV,3472,Gainesville Regional Airport,Gainesville,FL,United States,29.6900997162,-82.2717971802,http://en.wikipedia.org/wiki/Gainesville_Regional_Airport,152.0,,0,SF3
504,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,JAX,KJAX,3712,Jacksonville International Airport,Jacksonville,FL,United States,30.49410057067871,-81.68789672851562,http://en.wikipedia.org/wiki/Jacksonville_International_Airport,30.0,,0,SF3
505,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,PBI,KPBI,3722,Palm Beach International Airport,West Palm Beach,FL,United States,26.68320083618164,-80.09559631347656,http://en.wikipedia.org/wiki/Palm_Beach_International_Airport,19.0,,0,SF3
506,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,PNS,KPNS,3564,Pensacola Regional Airport,Pensacola,FL,United States,30.473400115967,-87.186599731445,http://en.wikipedia.org/wiki/Pensacola_Regional_Airport,121.0,,0,SF3
507,3M,20710,Silver Airways (3M),TPA,KTPA,3646,Tampa International Airport,Tampa,FL,United States,27.975500106811523,-82.533203125,http://en.wikipedia.org/wiki/Tampa_International_Airport,26.0,TLH,KTLH,3698,Tallahassee Regional Airport,Tallahassee,FL,United States,30.396499633789062,-84.35030364990234,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,81.0,,0,SF3
508,3M,20710,Silver Airways (3M),TUP,KTUP,5773,Tupelo Regional Airport,Tupelo,MS,United States,34.26810073852539,-88.7698974609375,http://en.wikipedia.org/wiki/Tupelo_Regional_Airport,346.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,,0,SF3 
509,3M,20710,Silver Airways (3M),TUP,KTUP,5773,Tupelo Regional Airport,Tupelo,MS,United States,34.26810073852539,-88.7698974609375,http://en.wikipedia.org/wiki/Tupelo_Regional_Airport,346.0,GLH,KGLH,6130,Mid Delta Regional Airport,Greenville,MS,United States,33.4828987121582,-90.98560333251952,,131.0,,0,SF3
996,4B,20565,Boutique Air (Priv),LAS,KLAS,3877,McCarran International Airport,Las Vegas,NV,United States,36.08010101,-115.1520004,http://en.wikipedia.org/wiki/McCarran_International_Airport,2181.0,LAX,KLAX,3484,Los Angeles International Airport,Los Angeles,CA,United States,33.94250107,-118.4079971,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,125.0,,0,PL2
997,4B,20565,Boutique Air (Priv),LAX,KLAX,3484,Los Angeles International Airport,Los Angeles,CA,United States,33.94250107,-118.4079971,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,125.0,LAS,KLAS,3877,McCarran International Airport,Las Vegas,NV,United States,36.08010101,-115.1520004,http://en.wikipedia.org/wiki/McCarran_International_Airport,2181.0,,0,PL2
1000,4E,0,,MCG,PAMC,5965,McGrath Airport,Mcgrath,AK,United States,62.95289993,-155.6060028,http://en.wikipedia.org/wiki/McGrath_Airport,341.0,NIB,PAFS,7214,Nikolai Airport,Nikolai,AK,United States,63.0186,-154.358002,,441.0,,0,PAG
1002,4E,0,,NIB,PAFS,7214,Nikolai Airport,Nikolai,AK,United States,63.0186,-154.358002,,441.0,MCG,PAMC,5965,McGrath Airport,Mcgrath,AK,United States,62.95289993,-155.6060028,http://en.wikipedia.org/wiki/McGrath_Airport,341.0,,0,PAG
1004,4E,0,,TLJ,PATL,3423,Tatalina LRRS Airport,Tatalina,AK,United States,62.8944015503,-155.977005005,http://en.wikipedia.org/wiki/Tatalina_LRRS_Airport,964.0,MCG,PAMC,5965,McGrath Airport,Mcgrath,AK,United States,62.95289993,-155.6060028,http://en.wikipedia.org/wiki/McGrath_Airport,341.0,,0,PAG
1692,4W,0,,AKP,PAKP,6712,Anaktuvuk Pass Airport,Anaktuvuk Pass,AK,United States,68.13359833,-151.7429962,http://en.wikipedia.org/wiki/Anaktuvuk_Pass_Airport,2102.0,FAI,PAFA,3832,Fairbanks International Airport,Fairbanks,AK,United States,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,439.0,,0,PA2
1693,4W,0,,BTT,PABT,3417,Bettles Airport,Bettles,AK,United States,66.91390228,-151.529007,http://en.wikipedia.org/wiki/Bettles_Airport,647.0,AKP,PAKP,6712,Anaktuvuk Pass Airport,Anaktuvuk Pass,AK,United States,68.13359833,-151.7429962,http://en.wikipedia.org/wiki/Anaktuvuk_Pass_Airport,2102.0,,0,PA2
1695,4W,0,,CEM,PACE,7116,Central Airport,Central,AK,United States,65.57379913,-144.7830048,http://en.wikipedia.org/wiki/Central_Airport,937.0,IRC,PACR,7236,Circle City /New/ Airport,Circle,AK,United States,65.830498,-144.076008,http://en.wikipedia.org/wiki/Circle_City_Airport,613.0,,0,PA2
1696,4W,0,,CIK,PACI,7105,Chalkyitsik Airport,Chalkyitsik,AK,United States,66.6449966431,-143.740005493,,544.0,FAI,PAFA,3832,Fairbanks International Airport,Fairbanks,AK,United States,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,439.0,,0,PA2
1697,4W,0,,CIK,PACI,7105,Chalkyitsik Airport,Chalkyitsik,AK,United States,66.6449966431,-143.740005493,,544.0,FYU,PFYU,3420,Fort Yukon Airport,Fort Yukon,AK,United States,66.57150268554688,-145.25,http://en.wikipedia.org/wiki/Fort_Yukon_Airport,433.0,,0,PA2
1699,4W,0,,FAI,PAFA,3832,Fairbanks International Airport,Fairbanks,AK,United States,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,439.0,BTT,PABT,3417,Bettles Airport,Bettles,AK,United States,66.91390228,-151.529007,http://en.wikipedia.org/wiki/Bettles_Airport,647.0,,0,PA2
1700,4W,0,,FAI,PAFA,3832,Fairbanks International Airport,Fairbanks,AK,United States,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,439.0,CEM,PACE,7116,Central Airport,Central,AK,United States,65.57379913,-144.7830048,http://en.wikipedia.org/wiki/Central_Airport,937.0,,0,PA2
1701,4W,0,,FAI,PAFA,3832,Fairbanks International Airport,Fairbanks,AK,United States,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,439.0,CIK,PACI,7105,Chalkyitsik Airport,Chalkyitsik,AK,United States,66.6449966431,-143.740005493,,544.0,,0,PA2
1702,4W,0,,FAI,PAFA,3832,Fairbanks International Airport,Fairbanks,AK,United States,64.81510162,-147.8560028,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,439.0,FYU,PFYU,3420,Fort Yukon Airport,Fort Yukon,AK,United States,66.57150268554688,-145.25,http://en.wikipedia.org/wiki/Fort_Yukon_Airport,433.0,,0,PA2
